Time	Time Code	Country Name	Country Code	CO2 emissions	Mortality_diseases	under_five_deaths	Water_use	Suicide_rate	measles_immunization
2010	YR2010	Togo	TGO	0.406006379871787	24.4	21282	57.0211187902167	9.5	68
2010	YR2010	Tonga	TON	1.12682331928133	24.7	49	99.3384603181893	3.6	86
2010	YR2010	Trinidad and Tobago	TTO	36.0929327610873	23.6	632	96.4810445729421	14.5	92
2010	YR2010	Tunisia	TUN	2.59965793011252	17.5	3278	92.3152531886417	3.6	97
2010	YR2010	Turkey	TUR	4.12021480689747	18.2	24984	97.9134871871766	8.4	97
2010	YR2010	Turkmenistan	TKM	11.2614853721392	31	7407	91.1601742828918	7.6	99
2010	YR2010	Turks and Caicos Islands	TCA	6.15228753952378			92.0818181818181		
2010	YR2010	Tuvalu	TUV	0.696420093058589		7	98.658368		85
2010	YR2010	Uganda	UGA	0.115583300233557	22.7	115096	35.8962596255483	10.5	73
2010	YR2010	Ukraine	UKR	6.6413496850931	29.3	5699	96.94494960804	27.1	56
2010	YR2010	United Arab Emirates	ARE	19.4436902679391	18.1	732	99.637005140036	3	94
2010	YR2010	United Kingdom	GBR	7.85783648614987	12.2	4057	100	7.8	89
2010	YR2010	United States	USA	17.4421661155373	14.5	29814	99.1742924012184	13.2	92
2010	YR2010	Uruguay	URY	1.89304338677963	17.7	533	98.3730121754454	16.6	95
2010	YR2010	Uzbekistan	UZB	3.64704888244685	26.5	22879	91.4596577818204	6	98
2010	YR2010	Vanuatu	VUT	0.512118326667936	24.9	187	86.6183433949205	5.1	70
2010	YR2010	Venezuela, RB	VEN	6.51337691396451	18.4	9996	97.1124750772761	4.3	79
2010	YR2010	Vietnam	VNM	1.61335958223951	18	34900	86.5798493392181	7	98
2010	YR2010	Virgin Islands (U.S.)	VIR				99.997		
2010	YR2010	West Bank and Gaza	PSE	0.53401483350485		3142	87.9362234850548		
2010	YR2010	Yemen, Rep.	YEM	0.992601743761824	31.9	45006	60.3711949433825	8.8	68
2010	YR2010	Zambia	ZMB	0.194337298690913	19.9	44843	57.1071934388879	6.3	96
2010	YR2010	Zimbabwe	ZWE	0.552146242342835	21.1	42884	68.0672762989468	11.9	90								
